Lan Chay,Time,Co Sac,Khong Sac
No.0,195491.4142920971,1001862.9619020761,9045.0195950851
No.1,485854.4172077179,2105077.3356963843,9045.0195950851
No.2,90125.1083536148,454212.182179544,9045.0195950851
No.3,48433.187287569046,322282.98510394926,9045.0195950851
No.4,149124.3104493618,867944.1910810078,9045.0195950851
Average,193805.68751807214,950275.9311925924,9045.0195950851
,,874351.1003488018,
