Lan Chay,Time,Co Sac,Khong Sac
No.0,124000.76039624214,535364.8563344021,9045.0195950851
No.1,59470.68608188629,285637.3528523358,9045.0195950851
No.2,102362.55161237717,431132.63513367577,9045.0195950851
No.3,106891.22642755508,500146.7654646995,9045.0195950851
No.4,135155.24888038635,636726.9406118264,9045.0195950851
Average,105576.09467968941,477801.7100793879,9045.0195950851
,,162101.5876799933,
