Lan Chay,Time,Co Sac,Khong Sac
No.0,120989.87126994133,558732.6303070048,9045.0195950851
No.1,117267.54929161072,440774.98001826816,9045.0195950851
No.2,232219.5735628605,1040067.794169825,9045.0195950851
No.3,145542.8405137062,730780.4729147156,9045.0195950851
No.4,106508.18736720085,573785.3508329457,9045.0195950851
Average,144505.60440106393,668828.2456485518,9045.0195950851
,,287747.00489434315,
