Lan Chay,Time,Co Sac,Khong Sac
No.0,1770.749653339386,7316.950310335954,1801.801801801802
No.1,1888.243768453598,7419.13247207908,1801.801801801802
No.2,2136.6892535686493,7675.678744665715,1801.801801801802
No.3,1398.918583393097,6963.165188910933,1801.801801801802
No.4,2205.020730495453,7905.492667991809,1801.801801801802
Average,1879.9243978500367,7456.083876796697,1801.801801801802
,,445.0471571259037,
