Lan Chay,Time,Co Sac,Khong Sac
No.0,158556.27347373962,685719.3175038835,9045.0195950851
No.1,184744.53691363335,760494.0104057522,9045.0195950851
No.2,151816.92390108109,696285.8302590919,9045.0195950851
No.3,61570.722709178925,454622.87710207904,9045.0195950851
No.4,106186.97870826721,481589.6175397695,9045.0195950851
Average,132575.08714118003,615742.3305621152,9045.0195950851
,,171481.74555799685,
