Lan Chay,Time,Co Sac,Khong Sac
No.0,82223.34440374374,381609.8005057941,9045.0195950851
No.1,168007.10439825058,648300.8963106531,9045.0195950851
No.2,169471.8841483593,649327.6364990041,9045.0195950851
No.3,104842.43651843071,451135.05037497793,9045.0195950851
No.4,230680.09692811966,1026844.9293068817,9045.0195950851
Average,151044.9732793808,631443.6625994621,9045.0195950851
,,311577.4637838025,
