Lan Chay,Time,Co Sac,Khong Sac
No.0,38986.45892524719,560614.7405423447,9045.0195950851
No.1,251701.7231206894,869305.2713642367,9045.0195950851
No.2,165624.728607893,525543.7588254546,9045.0195950851
No.3,52229.39567375183,646630.3512070954,9045.0195950851
No.4,24557.90689253807,557361.0464642735,9045.0195950851
Average,106620.0426440239,631891.0336806809,9045.0195950851
,,173974.29629451752,
