Lan Chay,Time,Co Sac,Khong Sac
No.0,7595.225006341934,297316.51231242064,9045.0195950851
No.1,13680.38465332985,508947.8807772731,9045.0195950851
No.2,14045.859746217728,495316.28901640564,9045.0195950851
No.3,11185.548968553543,346757.7642665302,9045.0195950851
No.4,8257.849423885345,392376.48495046404,9045.0195950851
Average,10952.97355966568,408142.9862646187,9045.0195950851
,,114576.80661711805,
