Lan Chay,Time,Co Sac,Khong Sac
No.0,5156.735708236694,23566.22513721659,3893.2896039004177
No.1,2833.158500432968,21688.71973513065,3893.2896039004177
No.2,3553.4107072353363,19893.74380474319,3893.2896039004177
No.3,4775.68776845932,20202.668621179055,3893.2896039004177
No.4,2328.9541511535645,23303.790837878427,3893.2896039004177
Average,3729.5893671035765,21731.029627229582,3893.2896039004177
,,2110.3555485659563,
