Lan Chay,Time,Co Sac,Khong Sac
No.0,13242.81238746643,52889.75291111783,5450.067678928178
No.1,11430.429496765137,68835.27358135759,5450.067678928178
No.2,6976.905547142029,59139.82707511235,5450.067678928178
No.3,14501.010389328003,63457.27677756439,5450.067678928178
No.4,14214.59999036789,66340.28511378347,5450.067678928178
Average,12073.151562213898,62132.48309178713,5450.067678928178
,,7822.78196429174,
