Lan Chay,Time,Co Sac,Khong Sac
No.0,97968.29356503487,566088.7490471123,9045.0195950851
No.1,17057.015429735184,465271.1567045179,9045.0195950851
No.2,79984.58944582939,475065.56302015955,9045.0195950851
No.3,17578.988025188446,587080.6055183355,9045.0195950851
No.4,164436.2977464199,1157374.030930547,9045.0195950851
Average,75405.03684244156,650176.0210441344,9045.0195950851
,,358341.6287511024,
