Lan Chay,Time,Co Sac,Khong Sac
No.0,228564.12698435783,1260997.9960553104,9045.0195950851
No.1,245673.68002033234,1262869.8543644103,9045.0195950851
No.2,28725.374000787735,564973.2384640772,9045.0195950851
No.3,99199.05164957047,486233.47139984334,9045.0195950851
No.4,109784.03321290016,643862.271244855,9045.0195950851
Average,142389.2531735897,843787.3663056992,9045.0195950851
,,478985.8651396556,
