Lan Chay,Time,Co Sac,Khong Sac
No.0,1272.876267194748,8928.151793242705,2192.982456140351
No.1,2503.2888782024384,8738.900218151413,2192.982456140351
No.2,4400.348311424255,8776.096707568138,2192.982456140351
No.3,1281.6700921058655,9517.204091257881,2192.982456140351
No.4,1246.5001938343048,9010.205633238344,2192.982456140351
Average,2140.9367485523226,8994.111688691697,2192.982456140351
,,388.155968205043,
