Lan Chay,Time,Co Sac,Khong Sac
No.0,107308.41014385223,402108.4815863443,9045.0195950851
No.1,20332.481350898743,441631.25834675663,9045.0195950851
No.2,81464.97921347618,832295.9192928593,9045.0195950851
No.3,49442.04959607124,632821.383052182,9045.0195950851
No.4,257369.17435216904,1106079.8404672071,9045.0195950851
Average,103183.41893129349,682987.3765490699,9045.0195950851
,,362516.2548816973,
