Lan Chay,Time,Co Sac,Khong Sac
No.0,129725.5521144867,475715.3744634812,9045.0195950851
No.1,42124.67627501488,409058.078402556,9045.0195950851
No.2,173450.44838666916,587396.0180014648,9045.0195950851
No.3,167482.97441244125,475224.38455828704,9045.0195950851
No.4,245183.68916010857,959804.6256843541,9045.0195950851
Average,151593.46806974412,581439.6962220286,9045.0195950851
,,274412.12901662814,
