Lan Chay,Time,Co Sac,Khong Sac
No.0,4749.823026895523,38867.74694443178,4533.429417851711
No.1,6489.489058971405,36264.79991126987,4533.429417851711
No.2,4540.152502775192,36512.666687212164,4533.429417851711
No.3,6580.41664648056,35585.236247818124,4533.429417851711
No.4,2774.325352668762,29447.338262393438,4533.429417851711
Average,5026.841317558288,35335.557610625074,4533.429417851711
,,4366.126777879285,
