Lan Chay,Time,Co Sac,Khong Sac
No.0,30379.169657468796,409479.59378032084,9045.0195950851
No.1,182672.06874728203,744070.0454882963,9045.0195950851
No.2,207209.22267127037,721544.0234602595,9045.0195950851
No.3,23884.15112400055,505467.6607761626,9045.0195950851
No.4,126586.60528564453,439749.9868892022,9045.0195950851
Average,114146.24349713326,564062.2620788483,9045.0195950851
,,196310.55103237255,
