Lan Chay,Time,Co Sac,Khong Sac
No.0,218797.8116440773,702615.5474471329,9045.0195950851
No.1,176794.7138786316,667304.9626205553,9045.0195950851
No.2,169058.15277433395,769131.4517303949,9045.0195950851
No.3,54160.05784726143,220516.028694667,9045.0195950851
No.4,139039.58038187027,726472.0419110736,9045.0195950851
Average,151570.06330523491,617208.0064807647,9045.0195950851
,,279159.12315080396,
