Lan Chay,Time,Co Sac,Khong Sac
No.0,11337.270854949951,206938.82459863785,9045.0195950851
No.1,181674.28775334358,816754.5010475754,9045.0195950851
No.2,117742.34075808525,473316.9776447679,9045.0195950851
No.3,55671.92309784889,470037.7401069592,9045.0195950851
No.4,129160.0007352829,558959.4829306311,9045.0195950851
Average,99117.16463990211,505201.50526571425,9045.0195950851
,,271445.563199997,
