Lan Chay,Time,Co Sac,Khong Sac
No.0,177604.87233757973,721703.6754686211,9045.0195950851
No.1,107693.38715147972,330709.5819709062,9045.0195950851
No.2,38542.06821537018,414059.35351116065,9045.0195950851
No.3,368040.83647823334,1719893.4798023151,9045.0195950851
No.4,150448.73281621933,760303.5198331622,9045.0195950851
Average,168465.97939977646,789333.922117233,9045.0195950851
,,686440.6066502027,
