Lan Chay,Time,Co Sac,Khong Sac
No.0,149425.3165283203,584727.0045649813,9045.0195950851
No.1,172563.37498235703,636138.1050531727,9045.0195950851
No.2,149189.10034513474,542583.7011543785,9045.0195950851
No.3,157247.01908540726,815527.4827239098,9045.0195950851
No.4,100955.08306121826,484945.39048803336,9045.0195950851
Average,145875.97880048753,612784.336796895,9045.0195950851
,,156701.14625815072,
